GameID,Date,HomeTeam,HomeScore,AwayTeam,AwayScore,HomeMA,AwayMA
689,1/18,Beverly,73,Lowell,45,True,True
690,1/20,Beverly,92,Peabody Veterans,43,True,True
691,1/9,Bishop Stang,61,Bishop Feehan,75,True,True
692,1/22,Beverly,119,Saugus,39,True,True
693,1/13,Bishop Stang,73,Durfee,49,True,True
694,1/27,Beverly,61,Marblehead,28,True,True
695,1/15,Bishop Stang,72,St. Mary's,84,True,True
696,1/30,Beverly,89,Danvers,52,True,True
697,1/19,Bishop Stang,74,Dartmouth,40,True,True
698,2/3,Beverly,69,Swampscott,56,True,True
699,2/6,Beverly,80,Newton South,36,True,True
700,1/28,Bishop Stang,61,Fairhaven,55,True,True
701,2/9,Beverly,55,Masconomet Regional,58,True,True
702,1/30,Bishop Stang,74,Cardinal Spellman,62,True,True
703,2/11,Beverly,76,Winthrop,35,True,True
704,2/3,Bishop Stang,73,Durfee,39,True,True
705,2/4,Bishop Stang,48,Cathedral,70,True,True
706,2/15,Beverly,70,Charlestown,68,True,True
707,2/18,Beverly,87,Everett,57,True,True
708,2/11,Bishop Stang,62,Old Rochester Regional,61,True,True
709,12/16,Billerica Memorial,45,Tewksbury Memorial,65,True,True
